position,rank,team,salary,fetch_name,followers,username,full_name,profile_pic_url,is_verified,is_private,id,name
C,185,Phoenix Suns,5628000,Jared Sullinger,281,jaredsully0,Jared Sullinger,https://scontent-lga3-1.cdninstagram.com/vp/07e7746d2e1ca1878b9f9e05de5c5a2b/5B5BBB15/t51.2885-19/11848911_849879398428800_491221515_a.jpg,false,false,311004771,Jared Sullinger
PG,186,Brooklyn Nets,5562360,D'Angelo Russell,2422431,dloading,D'Angelo Russell,https://scontent-lga3-1.cdninstagram.com/vp/17dd80c91aeb6e1f4a20821e5182640a/5B6B216D/t51.2885-19/s150x150/24177838_1620772544646131_4379408195580329984_n.jpg,true,false,48674086,D'Angelo Russell
SF,187,Los Angeles Lakers,5519400,Brandon Ingram,1654372,1ngram4,Brandon X. Ingram,https://scontent-lga3-1.cdninstagram.com/vp/58f115ae836b999b4b38327a370e67db/5B6D1946/t51.2885-19/s150x150/30602483_187437325211608_8547620106048372736_n.jpg,true,false,18481281,Brandon Ingram
PG,188,LA Clippers,5513514,Patrick Beverley,226686,patbev21,Patrick Beverley,https://scontent-lga3-1.cdninstagram.com/vp/bea427b82d276224c0b5a5b68dff9733/5B5D24F9/t51.2885-19/10684026_1460395550909257_604196220_a.jpg,true,true,178418900,Patrick Beverley
PF,189,Orlando Magic,5504420,Aaron Gordon,942045,original00g,Aaron Gordon,https://scontent-lga3-1.cdninstagram.com/vp/ce418c8f297307c4cb1434fdcbf4c8d4/5B5D9FD6/t51.2885-19/s150x150/30076554_217679028962413_6623966415231647744_n.jpg,true,false,1259753047,Aaron Gordon
SF,190,Utah Jazz,5500000,Thabo Sefolosha,854,thabosefolosha,Thabo Sefolosha,https://scontent-lga3-1.cdninstagram.com/vp/4949ff620af2fdc4002a2927c0f17850/5B6B909F/t51.2885-19/11881582_1616315085322660_1833849385_a.jpg,false,false,145444297,Thabo Sefolosha
PF,191,Brooklyn Nets,5500000,Luis Scola,4168,luis.scola,Luis Scola,https://scontent-lga3-1.cdninstagram.com/vp/9b467ce7e62a168d7e625059b12dcd92/5B6D0CB4/t51.2885-19/s150x150/25018051_1997890673786857_2795017089620901888_n.jpg,false,false,1202279454,Luis Scola
PF,192,Washington Wizards,5225000,Jason Smith,14868,jasonsmith84,Jason Smith,https://scontent-lga3-1.cdninstagram.com/vp/aebb1d56f06a86de1656e35260feee93/5B6E21BF/t51.2885-19/s150x150/12135236_1676186149305482_1904340635_a.jpg,true,false,24980099,Jason Smith
SG,193,Memphis Grizzlies,5200000,Ben McLemore,343298,b_mclemore23,Ben McLemore,https://scontent-lga3-1.cdninstagram.com/vp/310b100b70b769a7c8edec93eb796b16/5B560436/t51.2885-19/s150x150/22639529_2011525512392181_5293181063537885184_n.jpg,true,false,29874123,Ben McLemore
PF,194,Oklahoma City Thunder,5192000,Patrick Patterson,148298,pdpatt,Patrick Patterson,https://scontent-lga3-1.cdninstagram.com/vp/9c8a1c23bbfab6ef43d169ad5cffd791/5B6968B3/t51.2885-19/s150x150/14730741_359484981054145_2543133355247927296_a.jpg,true,false,183298110,Patrick Patterson
SG,195,Golden State Warriors,5192000,Nick Young,3182626,swaggyp1,Nick Young,https://scontent-lga3-1.cdninstagram.com/vp/93ba0da35a62316c13836975390fea36/5B6AE78F/t51.2885-19/s150x150/15876459_1121554491286678_2438122929574117376_n.jpg,true,false,19733607,Nick Young
SG,196,Phoenix Suns,5090040,Josh Jackson,341639,josh_j11,Josh Jackson,https://scontent-lga3-1.cdninstagram.com/vp/8fcfb8510d0b318b9ddc04b18ef400fb/5B6279FE/t51.2885-19/s150x150/18722347_109484212933328_4078416092907700224_a.jpg,true,false,304641335,Josh Jackson
PG,197,Orlando Magic,5000000,C.J. Watson,32065,quietstorm_32,C.J. Watson,https://scontent-lga3-1.cdninstagram.com/vp/33a3b01a4417733634de5ec62ab8c824/5B98E966/t51.2885-19/s150x150/29717949_567577356956605_2223704366722842624_n.jpg,true,true,22180751,C.J. Watson
C,198,Phoenix Suns,5000000,Greg Monroe,122390,moosemonroe15,Greg Monroe,https://scontent-lga3-1.cdninstagram.com/vp/06cdefbfd83c89a0c2632f2f5f4fb82f/5B685EC4/t51.2885-19/s150x150/28436108_154878351817495_6639523512627232768_n.jpg,true,false,253586353,Greg Monroe
C,199,Dallas Mavericks,5000000,Dirk Nowitzki,53542,dirknowitzki,,https://scontent-lga3-1.cdninstagram.com/vp/2e58dae7e729e0671e3b1e8a8a4261fe/5B6F5AF0/t51.2885-19/11312442_824758680971461_1941072807_a.jpg,false,false,14666498,Dirk Nowitzki
PF,200,Atlanta Hawks,5000000,Mike Muscala,1,mikemuscala,Mike Muscala,https://scontent-hkg3-2.cdninstagram.com/vp/f17e1275a70fc32e93cbf434ddc32bcd/5B6CCC7A/t51.2885-19/11906329_960233084022564_1448528159_a.jpg,false,false,1975152397,Mike Muscala
C,201,Philadelphia 76ers,4995120,Jahlil Okafor,635284,jah8,Jahlil Okafor,https://scontent-lga3-1.cdninstagram.com/vp/1be8a0cefac04a896795989b668d4543/5B57C7F2/t51.2885-19/s150x150/29401642_406922033106211_1252791777845313536_n.jpg,true,false,43835116,Jahlil Okafor
PG,202,Utah Jazz,4992385,Dante Exum,150505,daanteee,Danté Exum,https://scontent-lga3-1.cdninstagram.com/vp/040ce9c930113ab159dc04db5c7009de/5B625BF7/t51.2885-19/s150x150/15876908_1640075089628799_8749647022530756608_a.jpg,true,false,205786183,Dante Exum
C,203,New Orleans Pelicans,4961798,Alexis Ajinca,26947,ajincaalexis,Alexis Ajinça,https://scontent-lga3-1.cdninstagram.com/vp/e57baeac343ebd4fccf2d5a31699d272/5B668E65/t51.2885-19/s150x150/13551748_255043461542415_1106020762_a.jpg,true,false,375417881,Alexis Ajinca
SG,204,Boston Celtics,4956480,Jaylen Brown,86,official_jaylenbrown,Jaylen Brown,https://scontent-lga3-1.cdninstagram.com/vp/bf19cf0d293eec74015ee589af4f12c6/5B5B27FC/t51.2885-19/s150x150/13532067_1134152026658293_14431694_a.jpg,false,false,3463003143,Jaylen Brown
SG,205,Atlanta Hawks,4837500,Mike Dunleavy,41,mikedunleavy.jr,Mike Dunleavy Jr.,https://scontent-lga3-1.cdninstagram.com/vp/ea7a45b91003333d1052dd1a3d6410f2/5B77B284/t51.2885-19/s150x150/13627950_307246622941304_1092207586_a.jpg,false,false,3520081528,Mike Dunleavy
SF,206,Oklahoma City Thunder,4666500,Kyle Singler,41951,kylesingler,Kyle Singler,https://scontent-lga3-1.cdninstagram.com/vp/ec8c9594aa11a7672d4fe61c336fd8c3/5B6C6388/t51.2885-19/s150x150/19535404_269478686865478_2724022882240823296_a.jpg,true,false,143696806,Kyle Singler
SG,207,Chicago Bulls,4615385,Justin Holiday,153114,justholla7,Justin Holiday,https://scontent-lga3-1.cdninstagram.com/vp/b35701f2e8e74bb01d2d177570a0e5a9/5B683161/t51.2885-19/s150x150/12558386_1691808084369670_1403943391_a.jpg,true,false,340624722,Justin Holiday
PG,208,Sacramento Kings,4609200,De'Aaron Fox,961105,swipathefox,De'Aaron Fox,https://scontent-lga3-1.cdninstagram.com/vp/87149bc18481327ba0a0da806b85414d/5B5C1819/t51.2885-19/s150x150/19624657_441359266237063_5768838259094323200_a.jpg,true,false,304294627,De'Aaron Fox
PG,209,Boston Celtics,4538020,Marcus Smart,332881,youngamechanger,Marcus Smart,https://scontent-lga3-1.cdninstagram.com/vp/53f6576527defb0a1439c15c43a82d18/5B62AE35/t51.2885-19/10808611_812073735553865_1658021287_a.jpg,true,false,256246990,Marcus Smart
PF,210,New York Knicks,4503600,Kristaps Porzingis,1677398,kporzee,Kristaps Porzingis,https://scontent-lga3-1.cdninstagram.com/vp/d9ecebaf6a51258bb99c87f411b2782e/5B5D6079/t51.2885-19/s150x150/14072865_321804674875768_348020348_a.jpg,true,false,178146107,Kristaps Porzingis
PF,211,Phoenix Suns,4468800,Dragan Bender,32901,draganbender35,Dragan Bender,https://scontent-lga3-1.cdninstagram.com/vp/4da6e59f240f49944c28154132102c0c/5B7AF885/t51.2885-19/s150x150/27573421_272677086596985_7100704280394334208_n.jpg,true,false,418284447,Dragan Bender
PG,212,Denver Nuggets,4402546,Devin Harris,31638,devinharris34,Devin Harris,https://scontent-lga3-1.cdninstagram.com/vp/58882ae0e29690a88b803c90928c5d03/5B60C92D/t51.2885-19/11324436_886619318075276_377201516_a.jpg,true,false,1026402009,Devin Harris
PG,213,Brooklyn Nets,4347826,Greivis Vasquez,248353,greivisvasquez,#TeamVasquez,https://scontent-lga3-1.cdninstagram.com/vp/78873643f956e6cf9131267195844eca/5B794F36/t51.2885-19/s150x150/24253675_506869796360997_8794004405381758976_n.jpg,true,false,16077306,Greivis Vasquez
SG,214,New York Knicks,4328000,Ron Baker,73062,ronbaker620,Ron Baker,https://scontent-lga3-1.cdninstagram.com/vp/1c0e8bf59be20a5a032a13e722d7818d/5B59DB78/t51.2885-19/s150x150/23507454_2282702208622735_1218856927707004928_n.jpg,true,false,191149887,Ron Baker
C,215,Boston Celtics,4328000,Aron Baynes,96887,houseobayne,Aron Baynes,https://scontent-lga3-1.cdninstagram.com/vp/5b189c42dcf4e1eadc8c3271293ed329/5B67AC17/t51.2885-19/s150x150/13652193_1241787015846054_887064684_a.jpg,true,false,218386695,Aron Baynes
C,216,Phoenix Suns,4187599,Alex Len,39712,alexlen_21,Alex Len,https://scontent-lga3-1.cdninstagram.com/vp/1ce1a56a617ff436b9dd817b8e5bbcc4/5B552155/t51.2885-19/11856564_174743192856918_761059957_a.jpg,true,false,300139600,Alex Len
C,217,Dallas Mavericks,4187599,Nerlens Noel,298260,nerlensnoel3,Nerlens Noel,https://scontent-lga3-1.cdninstagram.com/vp/f1179dbbf91771251d49b0f78cb0b3a0/5B5B023A/t51.2885-19/s150x150/25008877_1492449457490975_2407150649092341760_n.jpg,true,false,23154764,Nerlens Noel
PF,218,Orlando Magic,4186320,Jonathan Isaac,191,jonathan.isaac._,✖Jonathan Isaac Fanpage✖,https://scontent-lga3-1.cdninstagram.com/vp/3b83d27019174e43bef29ea4e39d2361/5B98C620/t51.2885-19/s150x150/22429869_306731676462130_2949020546542600192_n.jpg,false,false,5316289226,Jonathan Isaac
SG,219,Indiana Pacers,4180000,Lance Stephenson,770262,stephensonlance,Lance Stephenson,https://scontent-lga3-1.cdninstagram.com/vp/c191dd2f0f182c3df69e922c9148e1cf/5B5C937F/t51.2885-19/s150x150/29090180_195181844581094_1262799090299699200_n.jpg,true,false,9617327,Lance Stephenson
PF,220,Los Angeles Lakers,4149242,Julius Randle,779841,juliusrandle30,Julius Randle,https://scontent-lga3-1.cdninstagram.com/vp/7b102ae6f98263537eab6c6ab9f2473d/5B7699DD/t51.2885-19/s150x150/15803265_974606746006253_4880579425315323904_a.jpg,true,false,27519394,Julius Randle
C,221,New York Knicks,4087500,Kyle O'Quinn,108481,kyle.oquinn,Kyle OQuinn,https://scontent-lga3-1.cdninstagram.com/vp/f10be879a61979d7d93d50eb632a718c/5B61A2AF/t51.2885-19/s150x150/17587058_1880639202214837_8883934999015849984_n.jpg,true,false,1391456537,Kyle O'Quinn
PG,222,Chicago Bulls,4046760,Kris Dunn,187,kris_dunn32,Kris Dunn Fanpage,https://scontent-lga3-1.cdninstagram.com/vp/87abae4b29966c455b4fe0e72e1cf714/5B641E46/t51.2885-19/s150x150/25015421_174165829837604_2906447739782955008_n.jpg,false,false,6701371425,Kris Dunn
SG,223,Phoenix Suns,4000000,Leandro Barbosa,519,leandro._.barbosa,Leandro da luz barbosa,https://scontent-lga3-1.cdninstagram.com/vp/ece7de4d5ca8c6e8470d1ea158b08b4b/5B59F5EE/t51.2885-19/s150x150/21577135_365133183907040_4391094449405427712_n.jpg,false,false,1309050085,Leandro Barbosa
PF,224,Utah Jazz,4000000,Jonas Jerebko,37117,jonasjerebko8,Jonas Jerebko,https://scontent-lga3-1.cdninstagram.com/vp/bf6e4d949224d477fea09a81e8e52313/5B699017/t51.2885-19/s150x150/30605072_1602697716515614_3603330325570125824_n.jpg,true,false,519614292,Jonas Jerebko
C,225,Minnesota Timberwolves,4000000,Jordan Hill,101884,dreadheadjizzle,Jordan Craig Hill,https://scontent-lga3-1.cdninstagram.com/vp/40d126ac5d435a594d5b87a22e05c34c/5B9940D2/t51.2885-19/10729347_472506526224182_1063947782_a.jpg,true,false,1506336539,Jordan Hill
PF,226,Minnesota Timberwolves,3949999,Nemanja Bjelica,76494,nemanjabjelica8,Nemanja Bjelica,https://scontent-lga3-1.cdninstagram.com/vp/5e4c7cfda42d3edf371d3ac1c17233c5/5B682FCE/t51.2885-19/s150x150/30086845_443396829430668_5440703960270766080_n.jpg,true,false,2159382589,Nemanja Bjelica
SF,227,Orlando Magic,3909840,Mario Hezonja,38895,supermariohezonja,Mario Hezonja,https://scontent-lga3-1.cdninstagram.com/vp/245a161ee26f9dd449f01f3560034307/5B78A6FD/t51.2885-19/s150x150/29714374_1480774858700736_4616108559136980992_n.jpg,true,false,4020361901,Mario Hezonja
PG,228,Dallas Mavericks,3903900,J.J. Barea,307442,jjbarea11,jose barea,https://scontent-lga3-1.cdninstagram.com/vp/18f2ae33f3a9962617b54d9b30c3e21e/5B636AB9/t51.2885-19/s150x150/13395063_513131222230685_1224907539_a.jpg,true,false,297500919,J.J. Barea
SG,229,Chicago Bulls,3853931,Quincy Pondexter,52174,quincypondexter,Quincy Pondexter,https://scontent-lga3-1.cdninstagram.com/vp/3c4fc67064af003615af6cc1b2088495/5B76889F/t51.2885-19/s150x150/24331996_378453679266315_4348820031203704832_n.jpg,true,false,189631686,Quincy Pondexter
PF,230,Chicago Bulls,3821640,Lauri Markkanen,230332,laurimarkkanen,Lauri Markkanen,https://scontent-lga3-1.cdninstagram.com/vp/6b5c96f3d8b1a9563946533eb7b36045/5B5C62A2/t51.2885-19/s150x150/28434526_414737105616503_2695403702671376384_n.jpg,true,false,1551246631,Lauri Markkanen
SG,231,Philadelphia 76ers,3807147,Nik Stauskas,149306,nikstauskas11,Nik Stauskas,https://scontent-lga3-1.cdninstagram.com/vp/331fb6ca7ce0178021ad825e81a9aee0/5B70A184/t51.2885-19/s150x150/25009865_1974986712719647_7440801592145608704_n.jpg,true,false,276644943,Nik Stauskas
C,232,Sacramento Kings,3704160,Willie Cauley-Stein,221007,pr00fessortrill,Willie Cauley Stein,https://scontent-lga3-1.cdninstagram.com/vp/990e18d9edec6ecaa1c7c5581d047581/5B5F42D8/t51.2885-19/11201722_863527783688791_543809762_a.jpg,true,false,1594529935,Willie Cauley-Stein
SG,233,Sacramento Kings,3675480,Buddy Hield,414379,buddylove242,Buddy Hield,https://scontent-lga3-1.cdninstagram.com/vp/a21564ad74e41aaf3016f89ad4ba4c7f/5B6DFF8E/t51.2885-19/s150x150/20686525_1740781842881122_2600674913308114944_a.jpg,true,false,199903956,Buddy Hield
PF,234,Washington Wizards,3547000,Drew Gooden,64,drew_gooden,Drew Gooden,https://scontent-lga3-1.cdninstagram.com/vp/430483c06178e3e6a3cea633ee2ec8c8/5B5E868E/t51.2885-19/s150x150/13562005_1627006580923493_190227337_a.jpg,false,false,3507539006,Drew Gooden
SF,235,Denver Nuggets,3533333,Will Barton,99148,willthethrillb5,Will Barton,https://scontent-lga3-1.cdninstagram.com/vp/de6e55820ce2724f00cd88f3891e721d/5B6BAA84/t51.2885-19/s150x150/22280207_362184467573103_5662896229244207104_n.jpg,true,false,28489967,Will Barton
SF,236,LA Clippers,3527920,Paul Pierce,760468,paulpierce,The Truth,https://scontent-lga3-1.cdninstagram.com/vp/ec5cf5e04bec6f2460dca70b5cedf36c/5B669435/t51.2885-19/11909925_538684699629775_536132267_a.jpg,true,false,466834153,Paul Pierce
PF,237,Portland Trail Blazers,3505233,Noah Vonleh,62820,nvonleh,Noah Vonleh,https://scontent-lga3-1.cdninstagram.com/vp/8a8bc9bc567287d08f0768bbccac1a5f/5B60A37E/t51.2885-19/s150x150/28158209_154218198627444_8528029209728122880_n.jpg,true,false,198599357,Noah Vonleh
PG,238,New York Knicks,3501120,Frank Ntilikina,191694,frank_ntilikina,Frank Ntilikina,https://scontent-lga3-1.cdninstagram.com/vp/4f4fc67cf0cf1d3eb524595111e5e9de/5B61D3BE/t51.2885-19/s150x150/21911258_1922615217988290_2481395223297523712_n.jpg,true,false,254171603,Frank Ntilikina
SG,239,Denver Nuggets,3500000,Mike Miller,258085,letitflymm13,Mike Miller,https://scontent-lga3-1.cdninstagram.com/vp/92d73c96737120cf829a77ecd3797b4d/5B60B72B/t51.2885-19/11348154_888381067918637_114574692_a.jpg,true,false,1099519039,Mike Miller
C,240,Houston Rockets,3477600,Nene Hilario,149860,nenehilario_42,Nene Hilario,https://scontent-lga3-1.cdninstagram.com/vp/ec42974cef5b9c21b3dc73f234e8055d/5B6E51F8/t51.2885-19/s150x150/17268288_1901531670084163_1586652517909921792_a.jpg,true,false,2670583089,Nene Hilario
C,241,Golden State Warriors,3477600,Zaza Pachulia,258753,zazapachulia,Zaza Pachulia,https://scontent-lga3-1.cdninstagram.com/vp/8dca7f421e93e687684af620ae416587/5B68034D/t51.2885-19/s150x150/19052221_2068150203409075_5240025087993708544_a.jpg,true,false,22787262,Zaza Pachulia
SG,242,Phoenix Suns,3408520,Troy Daniels,44463,troydaniels30,Troy Daniels,https://scontent-lga3-1.cdninstagram.com/vp/1feaa025974112168289741de055db5a/5B5FD1F0/t51.2885-19/s150x150/28153832_1783160655322906_581901419305500672_n.jpg,true,false,8257315,Troy Daniels
PG,243,New York Knicks,3381480,Emmanuel Mudiay,410443,emmanuelmudiay,Emmanuel Mudiay,https://scontent-lga3-1.cdninstagram.com/vp/b6074c07848a11d73d05c7ad7b844869/5B5E816E/t51.2885-19/s150x150/27575374_189956134933593_571456664432017408_n.jpg,true,false,33804088,Emmanuel Mudiay
PG,244,Denver Nuggets,3355320,Jamal Murray,237408,jmglitxh27,Jamal Murray,https://scontent-lga3-1.cdninstagram.com/vp/cc7b0213907dfbe183e73f4f73a712f7/5B68AE72/t51.2885-19/s150x150/26872591_149511832378895_8906493911011164160_n.jpg,true,false,341232185,Jamal Murray
PG,245,Phoenix Suns,3332340,Elfrid Payton,12,elfrid_4,Elfrid Payton_nation,https://scontent-lga3-1.cdninstagram.com/vp/6cd9420c5963e8c785b402b43f3d2fe4/5B6F32D8/t51.2885-19/s150x150/13722149_152972221790692_110533598_a.jpg,false,false,3542913644,Elfrid Payton
PG,246,New Orleans Pelicans,3300000,Rajon Rondo,915876,rajonrondo,Rajon Rondo,https://scontent-lga3-1.cdninstagram.com/vp/d1de4fc91f300694111bc07bd544e90a/5B76659F/t51.2885-19/s150x150/30079444_164536521035468_4432337529995264_n.jpg,true,false,597563498,Rajon Rondo
SF,247,New York Knicks,3294994,Doug McDermott,324273,dougmcd03,Doug McDermott,https://scontent-lga3-1.cdninstagram.com/vp/56930c295672ce2cc59f65b1eac5cf27/5B698821/t51.2885-19/s150x150/29095422_1146849558784543_4138162244796022784_n.jpg,true,false,18524034,Doug McDermott
SG,248,Memphis Grizzlies,3290000,Tyreke Evans,127507,rekehavoc1,Tyreke Evans,https://scontent-lga3-1.cdninstagram.com/vp/5610d502a3e1a6e142ea492816bf4e7b/5B9C6AA2/t51.2885-19/s150x150/12407509_1323810544311160_339237136_a.jpg,true,false,26428920,Tyreke Evans
PF,249,Houston Rockets,3290000,Tarik Black,107550,tarikbblack,Tarik Black,https://scontent-lga3-1.cdninstagram.com/vp/9e56ffaabb689fb0a3ec178eff14bf19/5B61B191/t51.2885-19/s150x150/18380301_122894624934759_8751304982986227712_a.jpg,true,false,1638586781,Tarik Black
PF,250,Detroit Pistons,3290000,Anthony Tolliver,27726,atolliver44,anthony tolliver,https://scontent-lga3-1.cdninstagram.com/vp/d8d9dfcfbd1d7041c0be137853a3ac8c/5B5C5232/t51.2885-19/10598705_1449878681952132_1191789997_a.jpg,true,false,32469483,Anthony Tolliver
PG,251,Dallas Mavericks,3218280,Dennis Smith Jr.,612547,desmith4,Dennis Smith Jr,https://scontent-lga3-1.cdninstagram.com/vp/764738d4c81b7000c894267260d99d87/5B5C47AE/t51.2885-19/s150x150/27880584_345725532597311_5820324849570021376_n.jpg,true,false,38227820,Dennis Smith Jr.
PG,252,Chicago Bulls,3202218,Zach LaVine,1855448,zachlavine8,Zach LaVine,https://scontent-lga3-1.cdninstagram.com/vp/30dd6246acf1cd69272b1e13570ea519/5B59F0D0/t51.2885-19/s150x150/30602656_212240802893059_4244533672591491072_n.jpg,true,false,191871035,Zach LaVine
C,253,Utah Jazz,3200000,Ekpe Udoh,189560,ekpeudoh,Ekpe Udoh,https://scontent-lga3-1.cdninstagram.com/vp/f6f89fdc248aa05a3516b95ed0baab2f/5B672579/t51.2885-19/11385620_1636218209959478_440246427_a.jpg,true,false,519756682,Ekpe Udoh
SF,254,Phoenix Suns,3152931,TJ Warren,40843,t.warren12,TJ Warren,https://scontent-lga3-1.cdninstagram.com/vp/22b70ab247b268d1ff51b3ba6a753116/5B55D8A3/t51.2885-19/11328447_384986158362172_1600839068_a.jpg,true,false,1974044576,TJ Warren
SF,255,Detroit Pistons,3097800,Stanley Johnson,164537,stanleyjohnson,Stanley Johnson,https://scontent-lga3-1.cdninstagram.com/vp/97c8eff24035072356144447b8b046a0/5B99E934/t51.2885-19/s150x150/27573868_332856877229505_1650939876159258624_n.jpg,true,false,6474732514,Stanley Johnson
PF,256,Phoenix Suns,3073800,Marquese Chriss,79269,quese,Marquese Chriss,https://scontent-lga3-1.cdninstagram.com/vp/a9dfe5fc66dbf4af61b9c4065d110461/5B9C74A7/t51.2885-19/s150x150/12519477_648311565311443_452857709_a.jpg,true,false,269788456,Marquese Chriss
C,257,Portland Trail Blazers,3057240,Zach Collins,42641,zachcollins_33,Zach Collins,https://scontent-lga3-1.cdninstagram.com/vp/5102e38b6e3071580ce385f41176e2e9/5B58FEE1/t51.2885-19/s150x150/26320525_1927647060832696_5610788015266856960_n.jpg,true,false,53208574,Zach Collins
SF,258,Memphis Grizzlies,3028410,James Ennis III,114,jamesennisiii,James Ennis III,https://scontent-lga3-1.cdninstagram.com/vp/ce93ee3a9ec488f1793e96b179819983/5B9B8C88/t51.2885-19/s150x150/16465252_1774890732831109_7492904652162203648_a.jpg,false,false,4565886927,James Ennis III
SG,259,Dallas Mavericks,3028410,Seth Curry,1685350,sdotcurry,Seth Curry,https://scontent-lga3-1.cdninstagram.com/vp/fbd23f12ba577335e48edf0d2eed0931/5B60E573/t51.2885-19/s150x150/20181161_286245118450334_3468385068764889088_a.jpg,true,false,5839826,Seth Curry
F,260,New York Knicks,3025035,Mindaugas Kuzminskas,74155,mkuzminskas,Mindaugas Kuzminskas,https://scontent-lga3-1.cdninstagram.com/vp/11fbd451ce829e77d17782410aa995ec/5B63E55B/t51.2885-19/s150x150/13628097_1093734754047451_114579278_a.jpg,true,false,190986126,Mindaugas Kuzminskas
SG,261,Washington Wizards,3000000,Tomas Satoransky,50662,tomasatoransky,Tomas Satoransky,https://scontent-lga3-1.cdninstagram.com/vp/2f39942a08c4e27b117dce34848324bd/5B98488F/t51.2885-19/s150x150/23507126_1947701488826300_666339681775910912_n.jpg,true,false,1647331539,Tomas Satoransky
C,262,Toronto Raptors,3000000,Justin Hamilton,665,justin_hamilton_,Justin Hamilton,https://scontent-lga3-1.cdninstagram.com/vp/82b2e60c63239b022c31ae38697be0d3/5B6CAF13/t51.2885-19/s150x150/30086599_186272085337244_8679238829078478848_n.jpg,false,true,1076491838,Justin Hamilton
C,263,Philadelphia 76ers,3000000,Tibor Pleiss,27284,taibor1,Tibor Pleiss #21,https://scontent-lga3-1.cdninstagram.com/vp/dd41443d4a07c86e38a04523bab56def/5B705682/t51.2885-19/s150x150/22793703_216516732220137_3036267240883224576_n.jpg,true,false,1285360273,Tibor Pleiss
C,264,Toronto Raptors,2947305,Lucas Nogueira,76458,estranhoqqq,Lucas Nogueira,https://scontent-lga3-1.cdninstagram.com/vp/ca79ef5f90edb25f5ae2b736fb161b79/5B6298BE/t51.2885-19/s150x150/29088716_179506526016069_2468349861431345152_n.jpg,false,false,35620467,Lucas Nogueira
C,265,Portland Trail Blazers,2947305,Jusuf Nurkic,320828,bosnianbeast27,Jusuf Nurkić,https://scontent-lga3-1.cdninstagram.com/vp/b631672725334716d6c6aa99057a93e8/5B7636CC/t51.2885-19/s150x150/20482059_515513998780067_6929483115626758144_a.jpg,true,false,309305169,Jusuf Nurkic
SG,266,Charlotte Hornets,2904480,Malik Monk,444880,ahmad_monk,Malik Monk,https://scontent-lga3-1.cdninstagram.com/vp/d05ae5b10a59f5681a02c6654916e40a/5B6224E8/t51.2885-19/s150x150/23279730_126640878018740_1889146849818836992_n.jpg,true,false,22543622,Malik Monk
PF,267,Charlotte Hornets,2847600,Frank Kaminsky,211990,fskpart3,Frank Kaminsky III,https://scontent-lga3-1.cdninstagram.com/vp/d64a2ca31c0ace674fa5e950cbdb47bb/5B641B3B/t51.2885-19/s150x150/26354693_2044977362447628_4489517756751806464_n.jpg,true,false,42645813,Frank Kaminsky
C,268,Toronto Raptors,2825640,Jakob Poeltl,64175,jakob,Jakob Poeltl,https://scontent-lga3-1.cdninstagram.com/vp/5315583d6955d13b93c70cd34f3a0e3a/5B6A2D68/t51.2885-19/s150x150/14482303_177457979361727_1795209906396069888_a.jpg,true,false,1563260264,Jakob Poeltl
SG,269,Detroit Pistons,2759280,Luke Kennard,216043,lukekennard5,Luke Kennard,https://scontent-lga3-1.cdninstagram.com/vp/1724391446bce259a31970254e8a4d11/5B772016/t51.2885-19/s150x150/20759088_1924339907884879_8003540241765892096_a.jpg,true,false,308110609,Luke Kennard
SF,270,Miami Heat,2705040,Justise Winslow,651737,iamjustise,Justise Winslow,https://scontent-lga3-1.cdninstagram.com/vp/fb836b3abda5434a01edee86154a53b1/5B66787E/t51.2885-19/s150x150/1597506_903447659737219_856889824_a.jpg,true,false,19925513,Justise Winslow
PG,271,Charlotte Hornets,2700000,Michael Carter-Williams,354568,mr_carter5,Michael Carter-Williams,https://scontent-lga3-1.cdninstagram.com/vp/ca50195d7c0ae6190ac1e9d9742f70a3/5B59803B/t51.2885-19/11250634_1687447321485771_587071490_a.jpg,true,false,11167478,Michael Carter-Williams
C,272,Milwaukee Bucks,2684160,Thon Maker,156470,thonmaker,Thon Maker,https://scontent-lga3-1.cdninstagram.com/vp/38204f8f1f0241a0ab33c6e2ebdc0335/5B696F5A/t51.2885-19/s150x150/29417807_1006592782821117_3815868603278819328_n.jpg,true,false,244809572,Thon Maker
SF,273,Cleveland Cavaliers,2642857,Cedi Osman,375549,cediosman,Cedi Osman,https://scontent-lga3-1.cdninstagram.com/vp/104b70f473457feb3ed2c0e4afede40e/5B6B7FE4/t51.2885-19/s150x150/26065295_1613613992079000_6727484301115392000_n.jpg,true,false,416635032,Cedi Osman
SG,274,Utah Jazz,2621280,Donovan Mitchell,891309,spidadmitchell,Donovan Mitchell,https://scontent-lga3-1.cdninstagram.com/vp/c215163aca535cabf1d861dbd9c9cddf/5B6F50EF/t51.2885-19/s150x150/21041861_645446698994497_8896489008033431552_a.jpg,true,false,194922499,Donovan Mitchell
C,275,Indiana Pacers,2569920,Myles Turner,141341,turner_myles,Myl3s Turn3r,https://scontent-lga3-1.cdninstagram.com/vp/3234d4945ce2956dcc6384662b71c6c9/5B6FEFD8/t51.2885-19/s150x150/14027398_1070627129659772_578633527_a.jpg,true,false,49119844,Myles Turner
SG,276,Denver Nuggets,2550055,Gary Harris,106003,thats_g_,Gary Harris,https://scontent-lga3-1.cdninstagram.com/vp/0706e8bbb4f42653975e1ccec3a2d314/5B592BED/t51.2885-19/s150x150/30086319_1121606641311359_5729934316478136320_n.jpg,true,false,16532921,Gary Harris
